order_id,customer_id,material_id,qty,status,region,created_on
SO-0363,C-027,MAT-0465,89,Open,North,2026-08-11 20:02:14
SO-0364,C-039,MAT-0004,68,Closed,West,2026-08-11 20:03:06
SO-0365,C-049,MAT-0041,5,Closed,East,2026-08-11 20:02:18
SO-0366,C-082,MAT-0110,81,Closed,South,2026-08-11 20:03:37
SO-0367,C-062,MAT-0236,65,Closed,East,2026-08-11 20:04:51
SO-0368,C-086,MAT-0409,69,Cancelled,Central,2026-08-11 20:02:46
SO-0369,C-022,MAT-0181,15,Open,East,2026-08-11 20:02:29
SO-0370,C-057,MAT-0392,98,Open,East,2026-08-11 20:03:17
SO-0371,C-083,MAT-0065,95,Open,North,2026-08-11 20:02:56
SO-0372,C-094,MAT-0040,70,Closed,Central,2026-08-11 20:03:18
SO-0373,C-083,MAT-0287,29,Closed,East,2026-08-11 20:02:49
SO-0374,C-011,MAT-0006,23,Cancelled,North,2026-08-11 20:04:39
SO-0375,C-053,MAT-0018,92,Open,Central,2026-08-11 20:02:19
SO-0376,C-005,MAT-0068,38,Closed,West,2026-08-11 20:04:36
SO-0377,C-038,MAT-0326,64,Cancelled,North,2026-08-11 20:02:28
SO-0378,C-024,MAT-0215,99,Open,South,2026-08-11 20:04:53
SO-0379,C-095,MAT-0213,43,Open,South,2026-08-11 20:04:53
SO-0380,C-087,MAT-0422,74,Open,Central,2026-08-11 20:04:10
SO-0381,C-043,MAT-0173,87,Closed,North,2026-08-11 20:04:59
SO-0382,C-026,MAT-0271,38,Cancelled,West,2026-08-11 20:02:00
SO-0383,C-042,MAT-0257,33,Closed,Central,2026-08-11 20:02:42
SO-0384,C-052,MAT-0362,90,Cancelled,East,2026-08-11 20:02:44
SO-0385,C-009,MAT-0229,83,Cancelled,Central,2026-08-11 20:03:35
SO-0386,C-096,MAT-0021,47,Closed,East,2026-08-11 20:02:20
SO-0387,C-041,MAT-0020,8,Closed,West,2026-08-11 20:02:02
SO-0388,C-015,MAT-0213,59,Open,Central,2026-08-11 20:04:42
SO-0389,C-070,MAT-0236,55,Closed,East,2026-08-11 20:03:30
SO-0390,C-079,MAT-0195,61,Cancelled,West,2026-08-11 20:04:42
SO-0391,C-057,MAT-0368,19,Cancelled,Central,2026-08-11 20:03:59
SO-0392,C-086,MAT-0330,52,Closed,South,2026-08-11 20:04:58
SO-0393,C-032,MAT-0019,71,Open,North,2026-08-11 20:04:17
SO-0394,C-019,MAT-0075,67,Cancelled,East,2026-08-11 20:04:59
SO-0395,C-021,MAT-0338,5,Open,North,2026-08-11 20:04:18
SO-0396,C-037,MAT-0321,20,Cancelled,Central,2026-08-11 20:04:08
SO-0397,C-078,MAT-0156,35,Open,East,2026-08-11 20:04:47
SO-0398,C-055,MAT-0155,64,Cancelled,West,2026-08-11 20:02:41
SO-0399,C-069,MAT-0443,1,Closed,West,2026-08-11 20:02:54
SO-0400,C-075,MAT-0257,20,Open,West,2026-08-11 20:03:53
SO-0401,C-012,MAT-0270,95,Open,East,2026-08-11 20:04:08
SO-0402,C-017,MAT-0038,26,Cancelled,East,2026-08-11 20:04:57
SO-0403,C-067,MAT-0476,31,Cancelled,North,2026-08-11 20:02:36
SO-0404,C-030,MAT-0443,15,Closed,West,2026-08-11 20:02:34
SO-0405,C-038,MAT-0227,12,Open,Central,2026-08-11 20:02:38
SO-0406,C-057,MAT-0088,21,Open,East,2026-08-11 20:02:24
SO-0407,C-051,MAT-0191,30,Closed,West,2026-08-11 20:04:26
SO-0408,C-083,MAT-0133,39,Open,West,2026-08-11 20:04:08
SO-0409,C-015,MAT-0214,36,Open,West,2026-08-11 20:04:22
SO-0410,C-077,MAT-0070,47,Cancelled,Central,2026-08-11 20:02:11
SO-0411,C-057,MAT-0407,29,Open,North,2026-08-11 20:04:07
SO-0412,C-098,MAT-0242,67,Cancelled,North,2026-08-11 20:02:11
SO-0413,C-041,MAT-0199,83,Closed,North,2026-08-11 20:03:20
SO-0414,C-090,MAT-0454,95,Cancelled,South,2026-08-11 20:02:32
SO-0415,C-097,MAT-0416,28,Closed,West,2026-08-11 20:02:40
SO-0416,C-093,MAT-0317,87,Cancelled,South,2026-08-11 20:02:30
SO-0417,C-060,MAT-0045,10,Cancelled,West,2026-08-11 20:03:33
SO-0418,C-041,MAT-0012,21,Closed,South,2026-08-11 20:04:23
SO-0419,C-074,MAT-0370,92,Cancelled,North,2026-08-11 20:04:00
SO-0420,C-043,MAT-0253,3,Closed,Central,2026-08-11 20:03:22
SO-0421,C-057,MAT-0089,18,Closed,West,2026-08-11 20:02:40
SO-0422,C-094,MAT-0256,53,Closed,West,2026-08-11 20:02:38
SO-0423,C-099,MAT-0028,2,Open,East,2026-08-11 20:02:38
SO-0424,C-010,MAT-0252,38,Open,East,2026-08-11 20:02:01
SO-0425,C-100,MAT-0032,92,Closed,West,2026-08-11 20:04:15
SO-0426,C-090,MAT-0381,50,Cancelled,Central,2026-08-11 20:04:45
SO-0427,C-006,MAT-0360,10,Closed,South,2026-08-11 20:02:32
SO-0428,C-003,MAT-0481,11,Open,Central,2026-08-11 20:04:36
SO-0429,C-038,MAT-0345,96,Open,Central,2026-08-11 20:04:18
SO-0430,C-072,MAT-0067,22,Open,Central,2026-08-11 20:02:42
SO-0431,C-085,MAT-0477,86,Closed,North,2026-08-11 20:02:57
SO-0432,C-012,MAT-0386,21,Cancelled,West,2026-08-11 20:04:41
SO-0433,C-070,MAT-0226,55,Cancelled,West,2026-08-11 20:04:52
SO-0434,C-073,MAT-0074,51,Open,East,2026-08-11 20:04:58
SO-0435,C-037,MAT-0464,20,Closed,Central,2026-08-11 20:04:14
SO-0436,C-016,MAT-0466,30,Closed,North,2026-08-11 20:03:11
SO-0437,C-025,MAT-0054,42,Open,North,2026-08-11 20:03:58
SO-0438,C-073,MAT-0111,23,Closed,North,2026-08-11 20:04:55
SO-0439,C-100,MAT-0349,73,Cancelled,West,2026-08-11 20:03:32
SO-0440,C-100,MAT-0093,65,Cancelled,East,2026-08-11 20:04:52
SO-0441,C-089,MAT-0279,55,Closed,Central,2026-08-11 20:04:03
SO-0442,C-054,MAT-0109,89,Closed,North,2026-08-11 20:02:53
SO-0443,C-012,MAT-0109,7,Open,East,2026-08-11 20:02:21
SO-0444,C-050,MAT-0408,37,Cancelled,Central,2026-08-11 20:02:42
SO-0445,C-075,MAT-0223,50,Open,East,2026-08-11 20:04:48
SO-0446,C-091,MAT-0303,92,Open,West,2026-08-11 20:02:37
SO-0447,C-021,MAT-0072,41,Closed,West,2026-08-11 20:02:43
SO-0448,C-059,MAT-0064,54,Closed,Central,2026-08-11 20:03:22
SO-0449,C-046,MAT-0470,21,Closed,South,2026-08-11 20:02:17
SO-0450,C-010,MAT-0358,92,Cancelled,Central,2026-08-11 20:04:08
SO-0451,C-008,MAT-0104,51,Cancelled,North,2026-08-11 20:04:59
SO-0452,C-059,MAT-0104,61,Open,South,2026-08-11 20:04:48
SO-0453,C-034,MAT-0337,90,Cancelled,Central,2026-08-11 20:03:26
SO-0454,C-064,MAT-0469,79,Cancelled,South,2026-08-11 20:03:22
SO-0455,C-061,MAT-0448,35,Open,East,2026-08-11 20:02:43
SO-0456,C-092,MAT-0482,72,Closed,North,2026-08-11 20:03:31
SO-0457,C-037,MAT-0080,57,Cancelled,West,2026-08-11 20:02:04
SO-0458,C-087,MAT-0178,91,Closed,East,2026-08-11 20:03:17
SO-0459,C-024,MAT-0070,20,Closed,East,2026-08-11 20:04:55
SO-0460,C-034,MAT-0284,33,Open,West,2026-08-11 20:04:24
SO-0461,C-094,MAT-0334,76,Open,Central,2026-08-11 20:02:52
SO-0462,C-020,MAT-0484,60,Closed,Central,2026-08-11 20:03:56
SO-0463,C-066,MAT-0110,10,Closed,East,2026-08-11 20:04:56
SO-0464,C-027,MAT-0490,67,Closed,Central,2026-08-11 20:03:42
SO-0465,C-048,MAT-0401,11,Cancelled,Central,2026-08-11 20:03:25
SO-0466,C-046,MAT-0276,84,Cancelled,South,2026-08-11 20:03:11
SO-0467,C-019,MAT-0256,14,Closed,East,2026-08-11 20:03:43
SO-0468,C-016,MAT-0194,9,Cancelled,Central,2026-08-11 20:04:07
SO-0469,C-064,MAT-0237,44,Open,North,2026-08-11 20:03:57
SO-0470,C-081,MAT-0392,99,Closed,North,2026-08-11 20:02:21
SO-0471,C-087,MAT-0168,62,Closed,West,2026-08-11 20:03:28
SO-0472,C-057,MAT-0390,21,Closed,North,2026-08-11 20:02:31
SO-0473,C-012,MAT-0378,49,Open,South,2026-08-11 20:02:54
SO-0474,C-010,MAT-0190,57,Open,North,2026-08-11 20:02:47
SO-0475,C-020,MAT-0438,17,Closed,West,2026-08-11 20:02:11
SO-0476,C-050,MAT-0374,7,Cancelled,East,2026-08-11 20:04:10
SO-0477,C-081,MAT-0074,95,Closed,North,2026-08-11 20:02:27
SO-0478,C-066,MAT-0260,58,Closed,South,2026-08-11 20:04:49
SO-0479,C-026,MAT-0425,60,Open,East,2026-08-11 20:03:58
SO-0480,C-066,MAT-0414,80,Cancelled,North,2026-08-11 20:03:51
SO-0481,C-030,MAT-0393,6,Open,East,2026-08-11 20:02:29
SO-0482,C-035,MAT-0372,15,Open,Central,2026-08-11 20:03:52
SO-0483,C-061,MAT-0207,92,Cancelled,Central,2026-08-11 20:02:05
SO-0484,C-095,MAT-0267,53,Open,Central,2026-08-11 20:04:29
SO-0485,C-088,MAT-0019,84,Open,East,2026-08-11 20:03:12
SO-0486,C-061,MAT-0400,75,Cancelled,South,2026-08-11 20:04:37
SO-0487,C-042,MAT-0150,68,Cancelled,Central,2026-08-11 20:02:50
SO-0488,C-079,MAT-0496,99,Closed,East,2026-08-11 20:04:28
SO-0489,C-080,MAT-0322,94,Cancelled,South,2026-08-11 20:02:47
SO-0490,C-061,MAT-0301,89,Open,East,2026-08-11 20:03:30
SO-0491,C-039,MAT-0124,1,Open,West,2026-08-11 20:02:17
SO-0492,C-011,MAT-0180,77,Closed,West,2026-08-11 20:02:33
SO-0493,C-002,MAT-0091,39,Cancelled,North,2026-08-11 20:02:34
SO-0494,C-069,MAT-0405,74,Closed,North,2026-08-11 20:02:17
SO-0495,C-071,MAT-0131,20,Open,North,2026-08-11 20:02:42
SO-0496,C-008,MAT-0084,88,Closed,East,2026-08-11 20:02:02
SO-0497,C-070,MAT-0333,41,Closed,South,2026-08-11 20:04:44
SO-0498,C-038,MAT-0237,80,Open,South,2026-08-11 20:03:54
SO-0499,C-063,MAT-0337,47,Closed,South,2026-08-11 20:02:29
SO-0500,C-056,MAT-0475,72,Closed,North,2026-08-11 20:02:39
SO-0501,C-083,MAT-0457,45,Open,West,2026-08-11 20:02:36
SO-0502,C-005,MAT-0379,43,Closed,East,2026-08-11 20:03:00
SO-0503,C-061,MAT-0091,48,Open,North,2026-08-11 20:02:22
SO-0504,C-019,MAT-0072,55,Closed,West,2026-08-11 20:02:50
SO-0505,C-013,MAT-0217,61,Closed,South,2026-08-11 20:03:06
SO-0506,C-096,MAT-0432,8,Cancelled,South,2026-08-11 20:02:12
SO-0507,C-001,MAT-0265,60,Open,West,2026-08-11 20:04:42
SO-0508,C-068,MAT-0181,46,Open,North,2026-08-11 20:02:21
SO-0509,C-066,MAT-0173,85,Open,West,2026-08-11 20:04:03
SO-0510,C-100,MAT-0295,77,Cancelled,East,2026-08-11 20:03:04
SO-0511,C-045,MAT-0041,45,Closed,North,2026-08-11 20:02:26
SO-0512,C-052,MAT-0164,6,Closed,North,2026-08-11 20:03:17
SO-0513,C-026,MAT-0049,83,Closed,West,2026-08-11 20:02:45
SO-0514,C-039,MAT-0386,23,Open,Central,2026-08-11 20:03:12
SO-0515,C-063,MAT-0318,63,Closed,East,2026-08-11 20:02:17
SO-0516,C-052,MAT-0450,54,Closed,North,2026-08-11 20:02:42
SO-0517,C-055,MAT-0205,35,Closed,East,2026-08-11 20:02:38
SO-0518,C-011,MAT-0028,64,Cancelled,Central,2026-08-11 20:02:43
SO-0519,C-043,MAT-0159,53,Closed,East,2026-08-11 20:04:21
SO-0520,C-080,MAT-0116,10,Closed,East,2026-08-11 20:04:13
SO-0521,C-096,MAT-0446,89,Cancelled,East,2026-08-11 20:03:56
SO-0522,C-098,MAT-0325,45,Open,West,2026-08-11 20:02:32
SO-0523,C-041,MAT-0288,95,Cancelled,Central,2026-08-11 20:04:12
SO-0524,C-001,MAT-0349,66,Open,North,2026-08-11 20:03:34
SO-0525,C-070,MAT-0361,87,Closed,North,2026-08-11 20:03:53
SO-0526,C-047,MAT-0010,35,Cancelled,South,2026-08-11 20:02:17
SO-0527,C-059,MAT-0427,76,Cancelled,North,2026-08-11 20:02:18
SO-0528,C-099,MAT-0123,35,Cancelled,East,2026-08-11 20:02:24
SO-0529,C-015,MAT-0420,12,Open,West,2026-08-11 20:03:40
SO-0530,C-067,MAT-0219,98,Closed,South,2026-08-11 20:02:56
SO-0531,C-074,MAT-0130,65,Closed,South,2026-08-11 20:04:40
SO-0532,C-003,MAT-0453,2,Closed,Central,2026-08-11 20:04:22
SO-0533,C-031,MAT-0106,61,Open,West,2026-08-11 20:02:20
SO-0534,C-046,MAT-0420,43,Closed,South,2026-08-11 20:02:14
SO-0535,C-043,MAT-0122,53,Closed,Central,2026-08-11 20:02:08
SO-0536,C-076,MAT-0435,86,Cancelled,West,2026-08-11 20:04:12
SO-0537,C-050,MAT-0110,3,Closed,Central,2026-08-11 20:03:08
SO-0538,C-080,MAT-0037,1,Cancelled,West,2026-08-11 20:03:31
SO-0539,C-028,MAT-0171,90,Cancelled,Central,2026-08-11 20:03:02
SO-0540,C-070,MAT-0103,94,Closed,Central,2026-08-11 20:04:50
SO-0541,C-099,MAT-0417,39,Closed,East,2026-08-11 20:04:53
SO-0542,C-066,MAT-0201,58,Closed,Central,2026-08-11 20:04:21
SO-0543,C-031,MAT-0430,3,Closed,West,2026-08-11 20:03:54
SO-0544,C-087,MAT-0369,92,Open,Central,2026-08-11 20:03:33
SO-0545,C-007,MAT-0158,73,Closed,East,2026-08-11 20:02:14
SO-0546,C-080,MAT-0397,52,Open,North,2026-08-11 20:02:14
SO-0547,C-020,MAT-0451,25,Closed,West,2026-08-11 20:03:14
SO-0548,C-032,MAT-0469,6,Open,West,2026-08-11 20:04:20
SO-0549,C-082,MAT-0439,22,Cancelled,East,2026-08-11 20:02:37
SO-0550,C-043,MAT-0433,62,Closed,West,2026-08-11 20:04:00
SO-0551,C-045,MAT-0088,30,Open,North,2026-08-11 20:02:20
SO-0552,C-035,MAT-0450,38,Closed,West,2026-08-11 20:03:58
SO-0553,C-004,MAT-0475,46,Cancelled,Central,2026-08-11 20:02:54
SO-0554,C-046,MAT-0277,22,Closed,East,2026-08-11 20:03:54
SO-0555,C-067,MAT-0331,96,Cancelled,West,2026-08-11 20:03:05
SO-0556,C-047,MAT-0427,80,Open,North,2026-08-11 20:03:41
SO-0557,C-070,MAT-0131,24,Cancelled,West,2026-08-11 20:04:55
SO-0558,C-027,MAT-0130,6,Closed,East,2026-08-11 20:02:38
SO-0559,C-032,MAT-0287,79,Open,East,2026-08-11 20:03:35
SO-0560,C-033,MAT-0466,81,Open,East,2026-08-11 20:04:05
SO-0561,C-046,MAT-0439,43,Open,South,2026-08-11 20:02:21
SO-0562,C-008,MAT-0238,45,Open,East,2026-08-11 20:04:55
SO-0563,C-010,MAT-0157,78,Cancelled,South,2026-08-11 20:02:09
SO-0564,C-002,MAT-0278,90,Closed,South,2026-08-11 20:04:28
SO-0565,C-033,MAT-0394,60,Closed,East,2026-08-11 20:04:07
SO-0566,C-084,MAT-0111,96,Open,East,2026-08-11 20:03:25
SO-0567,C-073,MAT-0432,24,Closed,South,2026-08-11 20:03:25
SO-0568,C-007,MAT-0445,70,Closed,South,2026-08-11 20:02:12
SO-0569,C-075,MAT-0429,14,Open,North,2026-08-11 20:03:18
SO-0570,C-069,MAT-0448,72,Cancelled,West,2026-08-11 20:02:25
SO-0571,C-063,MAT-0243,46,Open,West,2026-08-11 20:02:45
SO-0572,C-032,MAT-0256,48,Closed,South,2026-08-11 20:04:16
SO-0573,C-091,MAT-0316,2,Open,North,2026-08-11 20:03:05
SO-0574,C-026,MAT-0249,68,Cancelled,West,2026-08-11 20:02:15
SO-0575,C-008,MAT-0407,66,Open,West,2026-08-11 20:02:08
SO-0576,C-099,MAT-0245,64,Closed,South,2026-08-11 20:03:58
SO-0577,C-030,MAT-0330,36,Open,Central,2026-08-11 20:02:18
SO-0578,C-028,MAT-0270,18,Open,North,2026-08-11 20:03:41
SO-0579,C-024,MAT-0413,42,Cancelled,West,2026-08-11 20:03:50
SO-0580,C-021,MAT-0361,87,Cancelled,North,2026-08-11 20:03:04
SO-0581,C-087,MAT-0238,35,Open,East,2026-08-11 20:04:35
SO-0582,C-068,MAT-0432,86,Closed,East,2026-08-11 20:04:52
SO-0583,C-067,MAT-0352,40,Closed,North,2026-08-11 20:03:46
SO-0584,C-032,MAT-0194,37,Open,North,2026-08-11 20:04:36
SO-0585,C-078,MAT-0217,8,Closed,East,2026-08-11 20:04:32
SO-0586,C-005,MAT-0232,7,Open,South,2026-08-11 20:02:05
SO-0587,C-065,MAT-0375,50,Cancelled,North,2026-08-11 20:03:10
SO-0588,C-071,MAT-0331,85,Open,Central,2026-08-11 20:02:01
SO-0589,C-038,MAT-0025,80,Closed,North,2026-08-11 20:02:32
SO-0590,C-035,MAT-0384,97,Open,East,2026-08-11 20:04:36
SO-0591,C-093,MAT-0477,27,Cancelled,East,2026-08-11 20:02:08
SO-0592,C-058,MAT-0410,12,Open,Central,2026-08-11 20:03:22
SO-0593,C-031,MAT-0121,9,Cancelled,North,2026-08-11 20:02:44
SO-0594,C-020,MAT-0334,57,Closed,North,2026-08-11 20:04:24
SO-0595,C-036,MAT-0138,27,Closed,West,2026-08-11 20:02:13
SO-0596,C-066,MAT-0073,6,Cancelled,East,2026-08-11 20:04:15
SO-0597,C-009,MAT-0490,14,Open,East,2026-08-11 20:03:13
SO-0598,C-023,MAT-0063,71,Open,South,2026-08-11 20:02:13
SO-0599,C-073,MAT-0357,19,Open,North,2026-08-11 20:02:01
SO-0600,C-062,MAT-0196,21,Closed,North,2026-08-11 20:03:47
SO-0601,C-065,MAT-0266,2,Closed,Central,2026-08-11 20:03:35
SO-0602,C-036,MAT-0486,46,Open,North,2026-08-11 20:03:57
SO-0603,C-030,MAT-0364,99,Closed,East,2026-08-11 20:02:17
SO-0604,C-081,MAT-0201,25,Cancelled,North,2026-08-11 20:03:23
SO-0605,C-092,MAT-0113,59,Open,West,2026-08-11 20:03:47
SO-0606,C-051,MAT-0303,13,Open,North,2026-08-11 20:03:41
SO-0607,C-067,MAT-0273,46,Open,East,2026-08-11 20:04:36
SO-0608,C-063,MAT-0412,81,Open,South,2026-08-11 20:02:53
SO-0609,C-052,MAT-0276,38,Cancelled,North,2026-08-11 20:02:28
SO-0610,C-049,MAT-0067,2,Open,East,2026-08-11 20:03:32
SO-0611,C-024,MAT-0330,48,Closed,West,2026-08-11 20:03:13
SO-0612,C-058,MAT-0231,62,Open,North,2026-08-11 20:02:20
SO-0613,C-060,MAT-0099,13,Closed,East,2026-08-11 20:03:47
SO-0614,C-036,MAT-0183,32,Closed,West,2026-08-11 20:02:41
SO-0615,C-003,MAT-0097,65,Open,Central,2026-08-11 20:04:41
SO-0616,C-051,MAT-0085,16,Cancelled,East,2026-08-11 20:02:05
SO-0617,C-066,MAT-0319,69,Cancelled,Central,2026-08-11 20:04:27
SO-0618,C-024,MAT-0462,63,Open,North,2026-08-11 20:04:46
SO-0619,C-014,MAT-0223,73,Cancelled,West,2026-08-11 20:04:31
SO-0620,C-011,MAT-0347,85,Open,Central,2026-08-11 20:04:09
SO-0621,C-035,MAT-0341,44,Open,West,2026-08-11 20:03:26
SO-0622,C-039,MAT-0188,3,Cancelled,North,2026-08-11 20:02:12
SO-0623,C-027,MAT-0006,86,Closed,Central,2026-08-11 20:04:15
SO-0624,C-097,MAT-0160,38,Closed,West,2026-08-11 20:03:49
SO-0625,C-081,MAT-0349,72,Cancelled,West,2026-08-11 20:02:36
SO-0626,C-008,MAT-0206,84,Open,Central,2026-08-11 20:03:19
SO-0627,C-049,MAT-0014,63,Open,East,2026-08-11 20:04:28
SO-0628,C-007,MAT-0167,68,Closed,South,2026-08-11 20:04:53
SO-0629,C-084,MAT-0242,47,Open,South,2026-08-11 20:03:01
SO-0630,C-015,MAT-0255,63,Open,South,2026-08-11 20:03:40
SO-0631,C-027,MAT-0209,50,Cancelled,East,2026-08-11 20:02:17
SO-0632,C-087,MAT-0036,93,Closed,North,2026-08-11 20:02:19
SO-0633,C-090,MAT-0084,88,Cancelled,West,2026-08-11 20:03:15
SO-0634,C-029,MAT-0479,56,Closed,South,2026-08-11 20:04:02
SO-0635,C-045,MAT-0279,20,Open,West,2026-08-11 20:04:08
SO-0636,C-031,MAT-0496,75,Cancelled,North,2026-08-11 20:04:32
SO-0637,C-007,MAT-0454,70,Closed,Central,2026-08-11 20:03:30
SO-0638,C-004,MAT-0067,86,Cancelled,West,2026-08-11 20:04:53
SO-0639,C-004,MAT-0263,36,Cancelled,West,2026-08-11 20:02:29
SO-0640,C-040,MAT-0360,87,Cancelled,Central,2026-08-11 20:03:32
SO-0641,C-031,MAT-0386,86,Closed,East,2026-08-11 20:04:33
SO-0642,C-005,MAT-0479,43,Open,North,2026-08-11 20:03:55
SO-0643,C-067,MAT-0312,78,Closed,South,2026-08-11 20:04:30
SO-0644,C-039,MAT-0417,19,Cancelled,East,2026-08-11 20:02:43
SO-0645,C-054,MAT-0311,46,Cancelled,South,2026-08-11 20:02:05
SO-0646,C-099,MAT-0461,89,Cancelled,West,2026-08-11 20:03:28
SO-0647,C-051,MAT-0058,87,Open,North,2026-08-11 20:02:26
SO-0648,C-005,MAT-0386,32,Cancelled,East,2026-08-11 20:02:53
SO-0649,C-013,MAT-0022,9,Cancelled,West,2026-08-11 20:04:28
SO-0650,C-014,MAT-0100,29,Open,Central,2026-08-11 20:04:57
SO-0651,C-032,MAT-0375,79,Open,West,2026-08-11 20:02:58
SO-0652,C-022,MAT-0488,12,Closed,West,2026-08-11 20:04:36
SO-0653,C-027,MAT-0035,39,Open,East,2026-08-11 20:02:17
SO-0654,C-068,MAT-0391,75,Cancelled,West,2026-08-11 20:04:20
SO-0655,C-017,MAT-0035,59,Open,West,2026-08-11 20:02:31
SO-0656,C-015,MAT-0492,87,Open,Central,2026-08-11 20:03:26
SO-0657,C-086,MAT-0224,99,Cancelled,North,2026-08-11 20:03:39
SO-0658,C-096,MAT-0078,99,Cancelled,South,2026-08-11 20:03:53
SO-0659,C-035,MAT-0498,66,Cancelled,North,2026-08-11 20:04:09
SO-0660,C-044,MAT-0370,14,Closed,North,2026-08-11 20:04:00
SO-0661,C-084,MAT-0144,30,Open,North,2026-08-11 20:04:50
SO-0662,C-077,MAT-0376,32,Cancelled,South,2026-08-11 20:04:15
SO-0663,C-067,MAT-0188,35,Closed,North,2026-08-11 20:02:14
SO-0664,C-067,MAT-0290,99,Closed,North,2026-08-11 20:02:36
SO-0665,C-064,MAT-0134,5,Cancelled,South,2026-08-11 20:04:28
SO-0666,C-056,MAT-0212,91,Cancelled,South,2026-08-11 20:02:22
SO-0667,C-072,MAT-0363,69,Closed,South,2026-08-11 20:02:27
SO-0668,C-088,MAT-0018,28,Open,Central,2026-08-11 20:04:38
SO-0669,C-090,MAT-0137,56,Open,Central,2026-08-11 20:03:24
SO-0670,C-069,MAT-0383,63,Closed,East,2026-08-11 20:04:53
SO-0671,C-015,MAT-0275,48,Closed,Central,2026-08-11 20:03:36
SO-0672,C-054,MAT-0159,68,Cancelled,South,2026-08-11 20:02:33
SO-0673,C-064,MAT-0001,19,Open,Central,2026-08-11 20:03:51
SO-0674,C-047,MAT-0125,13,Closed,North,2026-08-11 20:04:26
SO-0675,C-035,MAT-0309,82,Open,North,2026-08-11 20:03:34
SO-0676,C-021,MAT-0312,6,Open,East,2026-08-11 20:03:49
SO-0677,C-013,MAT-0052,10,Cancelled,South,2026-08-11 20:02:17
SO-0678,C-100,MAT-0481,98,Closed,Central,2026-08-11 20:02:11
SO-0679,C-051,MAT-0275,79,Cancelled,West,2026-08-11 20:02:59
SO-0680,C-086,MAT-0407,34,Closed,Central,2026-08-11 20:04:51
SO-0681,C-012,MAT-0451,22,Closed,East,2026-08-11 20:03:14
SO-0682,C-002,MAT-0242,47,Closed,East,2026-08-11 20:02:07
SO-0683,C-009,MAT-0083,59,Closed,West,2026-08-11 20:02:20
SO-0684,C-066,MAT-0331,63,Cancelled,Central,2026-08-11 20:04:41
SO-0685,C-082,MAT-0325,37,Cancelled,West,2026-08-11 20:04:14
SO-0686,C-038,MAT-0400,17,Cancelled,West,2026-08-11 20:02:49
SO-0687,C-082,MAT-0049,51,Cancelled,East,2026-08-11 20:02:43
SO-0688,C-006,MAT-0405,81,Open,West,2026-08-11 20:03:05
SO-0689,C-015,MAT-0382,61,Cancelled,North,2026-08-11 20:02:22
SO-0690,C-077,MAT-0219,74,Open,South,2026-08-11 20:04:51
SO-0691,C-031,MAT-0277,64,Closed,Central,2026-08-11 20:03:45
SO-0692,C-048,MAT-0299,30,Cancelled,West,2026-08-11 20:02:00
SO-0693,C-007,MAT-0376,58,Cancelled,West,2026-08-11 20:03:38
SO-0694,C-049,MAT-0096,88,Cancelled,East,2026-08-11 20:04:07
SO-0695,C-093,MAT-0308,85,Closed,West,2026-08-11 20:04:00
SO-0696,C-028,MAT-0110,59,Cancelled,Central,2026-08-11 20:02:57
SO-0697,C-060,MAT-0313,17,Open,West,2026-08-11 20:02:00
SO-0698,C-097,MAT-0301,100,Open,West,2026-08-11 20:03:10
SO-0699,C-068,MAT-0127,9,Closed,East,2026-08-11 20:02:58
SO-0700,C-022,MAT-0176,96,Closed,South,2026-08-11 20:02:25
SO-0701,C-073,MAT-0090,73,Closed,South,2026-08-11 20:04:32
SO-0702,C-031,MAT-0028,80,Cancelled,South,2026-08-11 20:04:31
SO-0703,C-098,MAT-0442,7,Cancelled,North,2026-08-11 20:02:17
SO-0704,C-063,MAT-0254,42,Closed,West,2026-08-11 20:04:19
SO-0705,C-071,MAT-0075,27,Cancelled,North,2026-08-11 20:04:31
SO-0706,C-084,MAT-0237,11,Open,East,2026-08-11 20:04:57
SO-0707,C-096,MAT-0441,71,Cancelled,East,2026-08-11 20:04:10
SO-0708,C-026,MAT-0252,82,Open,South,2026-08-11 20:04:46
SO-0709,C-084,MAT-0384,59,Cancelled,East,2026-08-11 20:04:50
SO-0710,C-032,MAT-0213,70,Closed,West,2026-08-11 20:04:45
SO-0711,C-064,MAT-0456,47,Open,West,2026-08-11 20:04:39
SO-0712,C-030,MAT-0411,30,Closed,North,2026-08-11 20:03:50
SO-0713,C-038,MAT-0183,44,Closed,North,2026-08-11 20:04:47
SO-0714,C-088,MAT-0126,6,Closed,North,2026-08-11 20:03:14
SO-0715,C-005,MAT-0127,49,Open,East,2026-08-11 20:03:44
SO-0716,C-015,MAT-0360,13,Open,North,2026-08-11 20:03:36
SO-0717,C-085,MAT-0128,66,Open,Central,2026-08-11 20:03:15
SO-0718,C-009,MAT-0423,75,Closed,South,2026-08-11 20:04:11
SO-0719,C-088,MAT-0265,18,Cancelled,West,2026-08-11 20:02:37
SO-0720,C-017,MAT-0361,55,Open,South,2026-08-11 20:03:43
SO-0721,C-079,MAT-0415,83,Cancelled,Central,2026-08-11 20:03:25
SO-0722,C-016,MAT-0309,55,Cancelled,West,2026-08-11 20:03:09
SO-0723,C-092,MAT-0150,93,Cancelled,Central,2026-08-11 20:04:13
SO-0724,C-021,MAT-0196,50,Cancelled,West,2026-08-11 20:03:10
SO-0725,C-051,MAT-0425,100,Cancelled,Central,2026-08-11 20:04:55
